,distance_from_home,distance_from_last_transaction,ratio_to_median_purchase_price,repeat_retailer,used_chip,used_pin_number,online_order,fraud
822756,2.6855165571498314,19.66694605350908,0.8512764145593026,1.0,0.0,0.0,1.0,0.0
969442,21.166324467915132,10.822329764619637,0.3012502978635129,1.0,0.0,0.0,0.0,0.0
5018,10.71350631382696,2.342231607751076,1.3979914358228682,1.0,0.0,0.0,0.0,0.0
786348,31.076960467297603,59.58439258375597,0.4270934619753408,1.0,1.0,0.0,1.0,0.0
251633,0.7965327751468974,0.6335105677679149,0.462951348524308,0.0,0.0,0.0,1.0,0.0
280273,15.682291285828049,6.386567125078259,0.3886207313354612,1.0,0.0,0.0,1.0,0.0
999839,38.366740549237285,5.604871464380217,0.6820914908205463,1.0,1.0,0.0,1.0,0.0
214650,3.1269675023331533,0.0771941720850855,0.314579036401322,1.0,1.0,0.0,1.0,0.0
751820,7.251670768814874,10.24036126977861,0.8468360327342768,1.0,0.0,1.0,1.0,0.0
988265,6.989068125838538,0.2981694018023598,1.4965123943973937,1.0,0.0,0.0,0.0,0.0
261058,0.2541910642453677,1.0027480078041209,2.221723677858501,0.0,0.0,0.0,1.0,0.0
566733,114.93744838311962,0.1247318161085045,2.072233683246784,1.0,0.0,0.0,1.0,1.0
626503,1.18904994411765,0.2017543026517992,0.2458010322601631,0.0,1.0,0.0,0.0,0.0
820391,1.2801040864792703,0.0320295401228597,0.2583275041810727,0.0,0.0,0.0,0.0,0.0
722596,5.864782937733168,9.533301593802516,0.1120995441394435,1.0,0.0,0.0,1.0,0.0
283435,21.705462840675807,0.0491268299416286,0.1976146202788387,1.0,1.0,0.0,0.0,0.0
422342,3.170373553384477,2.1112666408409293,2.990547464814151,1.0,0.0,0.0,1.0,0.0
355942,5.249846577583975,0.2403803361960051,2.378942292677121,1.0,0.0,1.0,1.0,0.0
799612,48.96249271752869,2.311049554444069,0.5177901932375828,1.0,0.0,0.0,1.0,0.0
319604,2.4495936872842994,0.4038526806356727,5.101320010391264,1.0,0.0,0.0,0.0,0.0
479124,25.642774901855915,0.8086156596953528,2.3382905941884315,1.0,0.0,0.0,1.0,0.0
345119,20.018708754922105,0.2697862011900011,0.6129852699584387,1.0,0.0,0.0,1.0,0.0
621718,8.705854468310969,0.4474607582521149,0.5637553230444808,1.0,0.0,0.0,0.0,0.0
657605,7.196634301017517,2.062081959706242,0.2463789153634372,1.0,0.0,0.0,1.0,0.0
878550,46.70238025827747,0.3384224647221022,4.396650560171295,1.0,0.0,1.0,0.0,0.0
596112,21.45318776467031,1.6749319875304904,0.8287667463235872,1.0,1.0,0.0,1.0,0.0
249878,13.48690273290471,0.4308714012871361,1.52118889278497,1.0,0.0,0.0,1.0,0.0
304227,6.0363216433604014,2.1681151298299977,1.15321336395805,1.0,0.0,0.0,0.0,0.0
752163,7.980366203413457,3.982345096627309,1.1432592095461482,1.0,0.0,0.0,0.0,0.0
228770,3.927494944816985,1.196948972394453,0.6677245117297905,1.0,0.0,0.0,1.0,0.0
826174,2.3545448621423493,1.5236335746408378,0.8293189606831145,1.0,0.0,0.0,1.0,0.0
443588,13.439329750278644,19.97109622934499,2.162588530470639,1.0,0.0,0.0,1.0,0.0
927673,1.4720375457291706,5.117410032269844,1.4476109083707198,0.0,0.0,0.0,1.0,0.0
318037,2.739238455843069,11.187702771850494,0.6080604866570497,1.0,0.0,0.0,1.0,0.0
837755,12.619846327082184,2.159325162790528,0.5862688323414448,1.0,0.0,0.0,1.0,0.0
136766,5.538047904542575,0.0838194923040081,0.4509757148077058,1.0,1.0,0.0,1.0,0.0
469508,6.667930010610157,1.6671825892477692,1.308591284607258,1.0,0.0,0.0,1.0,0.0
153373,33.56792705633716,0.1836366953012546,2.343990322582795,1.0,1.0,0.0,0.0,0.0
861784,6.280342776500059,8.22494151956266,2.5129844731882085,1.0,0.0,0.0,0.0,0.0
570289,12.634678359121551,0.1751290243680799,0.2320499034085668,1.0,0.0,1.0,1.0,0.0
652268,4.128723819907049,1.6039180968668874,0.1254201344194685,1.0,0.0,0.0,1.0,0.0
712636,106.86417758510808,1.0822027830138488,0.2273240159628848,1.0,1.0,0.0,0.0,0.0
229744,13.306293476250923,1.476771792652966,0.0354884558690526,1.0,0.0,0.0,0.0,0.0
656158,2.46927033840519,0.2604348698349789,0.1069761201693019,1.0,1.0,0.0,0.0,0.0
582589,3.546690856552077,0.1382415577218986,2.054409467216534,1.0,1.0,0.0,0.0,0.0
291332,8.488908070583841,3.3112946685260374,0.103039107413031,1.0,0.0,0.0,1.0,0.0
992043,4.984241143247176,1.2874570542882864,0.5938825572066908,1.0,1.0,0.0,1.0,0.0
329797,1.26597819308683,0.0603977784840047,0.3650691067103102,0.0,0.0,0.0,1.0,0.0
834059,24.13729274624147,0.892565142080004,0.8975826758406582,1.0,0.0,0.0,1.0,0.0
943078,6.678278276468155,0.9616094067140736,0.5959365219714081,1.0,0.0,0.0,0.0,0.0
410175,9.112048527020068,0.0487248242282561,7.961822395518256,1.0,0.0,0.0,0.0,0.0
988714,2.7052937583438634,0.2201886073110259,5.730691222328625,1.0,1.0,0.0,1.0,1.0
724154,2.9862503572539945,0.041184021264132,4.836926670927469,1.0,0.0,0.0,1.0,1.0
644212,5.996486235420495,0.2882820865419472,1.0380322655986745,1.0,0.0,0.0,0.0,0.0
632531,3.0201927824931567,0.5748720306879438,1.3563947497770503,1.0,1.0,0.0,1.0,0.0
234461,14.03811013933528,5.989046101981914,1.0283070054133587,1.0,0.0,1.0,1.0,0.0
764765,157.8935804548668,3.889647891306632,2.47242365689668,1.0,0.0,0.0,1.0,1.0
264197,21.677937847657944,0.2275235425367184,0.3713701877867154,1.0,0.0,0.0,1.0,0.0
48436,12.72422108521785,0.0092257443770433,1.2540961500672851,1.0,0.0,1.0,0.0,0.0
34498,7.9923497401709875,0.0202803879498501,1.099739609287602,1.0,1.0,0.0,0.0,0.0
959876,67.57459068985699,19.363059096474636,0.106182527669218,1.0,1.0,0.0,1.0,0.0
228974,29.13186168647534,61.954344519965474,1.2756961779296156,1.0,0.0,0.0,1.0,1.0
781799,10.556471053469124,2.1465854743992225,0.2407501861670407,1.0,0.0,0.0,1.0,0.0
381258,3.2811352566744283,0.4656844043519275,0.8183135585576226,1.0,0.0,0.0,1.0,0.0
912151,2.5840640096005023,1.8024006897490947,0.7930451772001524,1.0,0.0,0.0,1.0,0.0
591916,0.6602649455541308,7.701027680087369,2.4776076494128665,0.0,1.0,0.0,1.0,0.0
584268,4.854854486608329,7.732422717302425,0.1253023992127867,1.0,1.0,0.0,1.0,0.0
776950,0.382195001039153,0.5475104753808967,2.531896171689281,0.0,1.0,0.0,1.0,0.0
586766,10.89790634205598,1.7686170349304806,1.0175914811092135,1.0,0.0,0.0,1.0,0.0
416564,19.33056678751653,20.6164657446812,1.5001469214952758,1.0,0.0,0.0,1.0,0.0
369672,3.538033063481463,0.0982969475774908,5.923358808840432,1.0,0.0,0.0,1.0,1.0
834049,10.342638307481677,0.2533447579633124,4.950544253753649,1.0,1.0,0.0,1.0,1.0
273864,6.416173563362397,0.118389492002546,1.8802591794927568,1.0,0.0,0.0,1.0,0.0
697355,59.83978609951042,1.673583340842152,0.5217134444109942,1.0,1.0,0.0,1.0,0.0
867347,4.907144126898204,0.5275732676273408,1.0454668871173376,1.0,0.0,1.0,0.0,0.0
146913,2.3877372778025183,3.868109285441643,8.589133717453008,1.0,0.0,0.0,0.0,0.0
929864,1.948124780487286,0.0066907602450947,1.035136174296998,1.0,0.0,0.0,1.0,0.0
839587,23.174909148703644,0.0281571361776209,0.8469511263168598,1.0,0.0,0.0,1.0,0.0
634812,3.8731908862323214,0.3918400889848298,0.7875332295203241,1.0,1.0,0.0,1.0,0.0
389435,72.11691703319666,2.6331327133761384,2.71935129102158,1.0,0.0,0.0,1.0,0.0
571256,6.714813937202383,1.612189545367063,3.3015648196123726,1.0,0.0,0.0,1.0,0.0
271577,65.55474107221734,0.8678634943232979,0.191691198240284,1.0,0.0,0.0,1.0,0.0
72568,0.863011143662466,0.1462078033260872,4.984133652819106,0.0,1.0,0.0,0.0,0.0
733088,12.305260372851334,1.0118327417066844,0.0790526277717677,1.0,0.0,0.0,1.0,0.0
20442,7.967853853902763,0.4794749397144467,1.5739097839685812,1.0,0.0,0.0,1.0,0.0
532530,14.438526178912706,3.909248444258274,0.4443927547645185,1.0,0.0,0.0,1.0,0.0
826202,0.6849308792165643,2.415789808171319,1.5834883271746854,0.0,0.0,0.0,0.0,0.0
66754,32.57319566887377,0.0704957263378707,1.158746154220477,1.0,0.0,0.0,0.0,0.0
947587,1.8794363222747956,1.2297839305786529,0.740805837126976,0.0,0.0,0.0,1.0,0.0
898154,34.98239655953076,3.55716773252675,1.9067343193111943,1.0,0.0,0.0,1.0,0.0
370052,11.89085854474655,0.8336884320081633,9.276429742126552,1.0,0.0,1.0,0.0,0.0
859048,28.953937871759805,1.546605830701134,0.8700989666248442,1.0,0.0,0.0,1.0,0.0
743790,3.70662754280288,1.1658995158310748,2.543304096685488,1.0,0.0,0.0,1.0,0.0
607595,7.161439447961041,1.2234071469021015,0.8870748531807644,1.0,1.0,0.0,0.0,0.0
506091,3.404536913922958,0.5485167050084867,0.1548628183873375,1.0,0.0,0.0,0.0,0.0
625081,4.488063634444258,0.9971549399477992,1.200525661376777,1.0,0.0,0.0,0.0,0.0
492073,74.60881425845498,0.9463456037917988,3.4407125909773404,1.0,0.0,0.0,0.0,0.0
890826,19.87350884462224,2.122452364497894,0.106201253244873,1.0,0.0,0.0,0.0,0.0
971136,8.912822991560768,0.11742198986194,1.3246816874874854,1.0,0.0,0.0,1.0,0.0
614442,31.026576210244265,0.7431585209731798,4.1267437816103705,1.0,0.0,0.0,1.0,1.0
497281,13.247840760372988,0.0938231268379984,0.9486144966569282,1.0,0.0,0.0,0.0,0.0
756187,33.11695755923274,0.0339296585891126,1.4091415594615024,1.0,0.0,0.0,1.0,0.0
740712,8.76813250173361,2.0794491983675685,0.3217857522744745,1.0,1.0,0.0,1.0,0.0
384709,13.12817414579444,0.6384812371136873,1.264034829552363,1.0,0.0,0.0,1.0,0.0
194523,18.79277358402588,12.45471863854912,1.4554960040798344,1.0,0.0,0.0,0.0,0.0
397930,0.9142193622682744,1.0142366123886692,9.318035354170457,0.0,0.0,0.0,0.0,1.0
722375,2.384703969199032,3.2899873592627125,0.646556167200519,1.0,1.0,0.0,1.0,0.0
525964,4.847665227219999,0.0525581294124218,0.4941372579858626,1.0,0.0,0.0,0.0,0.0
781477,1.665813132355002,1.2349179662664658,0.6744198232049858,0.0,0.0,0.0,1.0,0.0
999139,10.721222355391223,29.36419643747553,2.000050373985626,1.0,0.0,0.0,1.0,0.0
368306,1.1711514541596968,3.360135526143796,9.001933430694569,0.0,1.0,0.0,1.0,1.0
376516,33.22666777958896,0.8745455611300925,0.7588350349571026,1.0,1.0,0.0,1.0,0.0
95584,4.453590543239531,2.124058062154679,2.4699521961395017,1.0,0.0,0.0,0.0,0.0
791527,18.41671856517912,1.997879432705836,1.050916387480587,1.0,1.0,0.0,1.0,0.0
922084,11.781371606412122,1.2518638049117048,0.8083656415456498,1.0,1.0,0.0,0.0,0.0
488375,7.815245666114,6.9920378815056985,0.5092146425084683,1.0,0.0,0.0,1.0,0.0
715014,4.790658304238519,7.572911165665888,1.0810485735608766,1.0,1.0,0.0,0.0,0.0
949811,9.57124868803122,0.1186276407733358,6.1633185850675964,1.0,1.0,0.0,1.0,1.0
900818,59.11333731327041,2.162667707831604,2.5676781295560867,1.0,1.0,1.0,1.0,0.0
68644,45.58127614457718,8.804416508473759,1.235324133038223,1.0,0.0,0.0,1.0,0.0
491637,7.266073779427736,2.2370892549729486,1.838560092583592,1.0,0.0,0.0,0.0,0.0
120901,3.0799405665256376,1.0124876751510608,0.8976997315291216,1.0,1.0,0.0,1.0,0.0
152273,24.71369143348665,0.6692838598653733,1.3956020152219974,1.0,0.0,0.0,1.0,0.0
187486,6.378854092891501,0.1234424444242328,0.779744218002507,1.0,1.0,0.0,1.0,0.0
259621,0.2164550180699572,0.7033870340228733,0.7430970171923159,0.0,1.0,0.0,1.0,0.0
483263,14.457771607901234,12.5252584140111,0.549930365751295,1.0,1.0,0.0,1.0,0.0
142416,8.153444692902067,0.210020461486327,3.7573623686368025,1.0,0.0,0.0,0.0,0.0
587672,8.218369186050397,0.1655816198547781,0.655181723997281,1.0,0.0,0.0,1.0,0.0
670102,32.96119125979497,12.49473317240017,0.6292451375026771,1.0,0.0,1.0,1.0,0.0
589409,2.18861401561116,1.8531691569386823,0.6834113260459855,1.0,0.0,0.0,0.0,0.0
480385,49.09423007786118,0.3025548237199333,0.7602891274902821,1.0,0.0,0.0,1.0,0.0
162507,15.193399122619631,26.984629127088557,2.0617039197616465,1.0,1.0,0.0,1.0,0.0
632627,5.6451353795806645,2.8602700372274725,2.9739085596446837,1.0,0.0,0.0,1.0,0.0
985179,15.49378648222787,0.2210927400914707,0.5866981340342341,1.0,1.0,1.0,1.0,0.0
590262,46.55396551133219,0.4587464218542724,0.3290510814948516,1.0,1.0,0.0,1.0,0.0
530248,12.045204945840922,8.427609353600499,0.0459849755045834,1.0,0.0,0.0,0.0,0.0
394584,9.814841310421295,0.202301241907583,0.5174684786512357,1.0,0.0,1.0,1.0,0.0
409827,44.60131649193007,0.2816504064627014,0.969438575592476,1.0,1.0,0.0,1.0,0.0
925878,29.763568199650635,0.0583408288058678,0.6089924823510602,1.0,0.0,0.0,0.0,0.0
95901,11.990268178896928,0.5949099874673376,1.2908995562255376,1.0,0.0,0.0,0.0,0.0
605231,51.45445544843774,0.8037203946200767,1.9154352805416377,1.0,1.0,0.0,0.0,0.0
738460,7.394625454471378,0.0936208983597767,0.5696984634541105,1.0,1.0,1.0,0.0,0.0
774499,11.206103133951894,0.27048227188233,1.9426868408632427,1.0,0.0,0.0,0.0,0.0
132273,34.85773938581186,1.9414432227332232,1.0418369215140553,1.0,0.0,0.0,1.0,0.0
169734,7.202665492792326,1.687273815915192,1.0778662905840677,1.0,0.0,1.0,0.0,0.0
785826,0.2783246868888888,10.379358118174885,1.9906269430666217,0.0,0.0,0.0,0.0,0.0
196898,11.940212028477632,0.1858494199043796,0.4800746856755586,1.0,0.0,0.0,1.0,0.0
967445,14.17803146541912,1.817585870452459,0.1384008092561907,1.0,0.0,0.0,1.0,0.0
825243,8.274347169135346,0.7563225135698443,2.842367067630453,1.0,1.0,0.0,0.0,0.0
736444,27.86512638773748,1.4957260883948664,0.2647754889494004,1.0,0.0,0.0,1.0,0.0
12876,0.4227388821340493,0.4785473785825302,0.9143925416900532,0.0,0.0,0.0,1.0,0.0
49678,15.402084509956456,2.4814264307173035,0.2905460773425624,1.0,0.0,0.0,1.0,0.0
357027,4.806762138870426,1.3045745113947862,0.0714632582331488,1.0,0.0,0.0,1.0,0.0
629084,8.184401219962188,41.085489834127614,1.3945746349967445,1.0,1.0,1.0,1.0,0.0
352864,10.332638572651565,0.8078954755058517,0.0786778884208982,1.0,1.0,0.0,1.0,0.0
740614,6.079128630112346,13.100613171789185,1.1628820408636962,1.0,0.0,0.0,1.0,0.0
640082,81.02876594914902,0.3754397062637178,3.0871192317986687,1.0,0.0,0.0,1.0,0.0
52222,46.29475250652855,7.29257786482066,2.7708550110845143,1.0,1.0,0.0,0.0,0.0
503070,3.165311469071726,0.313402009625199,6.694363030202895,1.0,1.0,0.0,1.0,1.0
819872,21.946089597455792,52.07897267149485,2.166928055094083,1.0,1.0,0.0,0.0,0.0
724244,9.040227529383118,3.051500475787194,2.7976142115715383,1.0,0.0,0.0,1.0,0.0
348383,18.537721032253664,0.03620150045137,1.4901470020055056,1.0,0.0,1.0,1.0,0.0
995635,9.087089011460524,0.8908233124224778,1.7302225464080423,1.0,1.0,0.0,1.0,0.0
67122,3.859916377656316,0.9811935268661928,0.2676059676858381,1.0,0.0,0.0,1.0,0.0
665411,21.97406017208357,1.8545292992368396,0.9089608240625684,1.0,0.0,0.0,1.0,0.0
488551,13.269994194457116,1.2346223615331358,2.808780344618269,1.0,1.0,1.0,1.0,0.0
5974,15.50243995512968,1.6814276612406105,0.1195841626511937,1.0,1.0,0.0,1.0,0.0
598735,11.79842885382863,17.33716910094402,0.3352930546847717,1.0,1.0,0.0,1.0,0.0
226601,6.066641197566001,0.5063951942100863,3.1300502358972087,1.0,0.0,0.0,1.0,0.0
9259,34.365785311097376,7.050865155303671,0.6043858235547687,1.0,0.0,1.0,0.0,0.0
917961,2.670704241215142,0.4794641989037215,0.4497685882280169,1.0,1.0,0.0,1.0,0.0
116752,7.87054669593856,0.1740585060422693,1.5783649338798085,1.0,0.0,0.0,1.0,0.0
633105,1.0843343835070651,0.331429033531795,0.5017829817279236,0.0,1.0,0.0,1.0,0.0
234271,6.486001809774506,1.6547858420515504,0.1177838956182435,1.0,0.0,0.0,0.0,0.0
195486,0.7605999251176349,4.610583745340256,0.4071709069680282,0.0,0.0,0.0,0.0,0.0
362445,36.810886894661984,0.7830525933185667,1.5179894206485014,1.0,0.0,1.0,1.0,0.0
433325,5.60627377595935,20.53894979065582,0.1541298926746096,1.0,0.0,0.0,1.0,0.0
724173,22.22658687937996,1.7276027808474863,2.240956989613995,1.0,1.0,0.0,1.0,0.0
348806,11.067894912197566,3.178393803030375,0.3932025976804735,1.0,1.0,0.0,1.0,0.0
336733,7.050344199695949,6.183189640495613,0.7186599677952101,1.0,1.0,0.0,1.0,0.0
128225,6.649128983741147,10.82612013772228,1.2985691413326448,1.0,0.0,0.0,1.0,0.0
108989,1.7314585682835213,0.4112356415855897,0.6053248991046033,0.0,1.0,0.0,1.0,0.0
211167,2.827464342875225,8.393439829735938,0.673049918868885,1.0,0.0,0.0,1.0,0.0
951760,2.476670079070301,21.990432201166627,0.6945635758504481,1.0,0.0,0.0,1.0,0.0
908575,59.57324359163139,0.0733867996254434,0.4941190088945166,1.0,0.0,1.0,0.0,0.0
674981,2.428107309400821,0.2527692212096955,1.444953347314412,1.0,0.0,0.0,0.0,0.0
710063,20.56191084053396,0.5191059745657649,4.004110793385367,1.0,1.0,1.0,0.0,0.0
600309,3.4225542344682083,0.0991747502195286,0.8448263884136167,1.0,1.0,0.0,1.0,0.0
530841,20.61971818394012,0.9306347173024668,1.6098919443932618,1.0,0.0,0.0,1.0,0.0
821470,6.234794883602127,1.6036757024656751,0.8054840212997932,1.0,1.0,0.0,0.0,0.0
941235,6.151276075301257,0.2925563350613313,1.4083117333979855,1.0,0.0,0.0,1.0,0.0
992390,8.988782132375524,1.3920891719317392,8.835143179069537,1.0,0.0,0.0,1.0,1.0
84133,22.916221118111626,0.0841055126306317,1.798389034632309,1.0,1.0,0.0,1.0,0.0
791625,6.992898043344964,3.233534756993478,2.144517406163301,1.0,1.0,0.0,1.0,0.0
943679,3.5687849896286,14.808804538135416,2.427618204258379,1.0,0.0,0.0,1.0,0.0
542523,70.66938700054064,0.4075991907443596,0.3390634655647159,1.0,0.0,0.0,1.0,0.0
359822,6.198380773329506,1.1125625667558918,0.161723241617272,1.0,1.0,0.0,1.0,0.0
675338,3.8415238880628055,0.0379052925987594,0.1873566950112086,1.0,0.0,0.0,1.0,0.0
195315,13.363906968092923,3.309423020914034,0.2358537257972266,1.0,1.0,0.0,0.0,0.0
127940,12.766925691570608,2.1157785384012584,0.8572253543355303,1.0,0.0,0.0,0.0,0.0
448872,5.452050272270777,20.037570647473093,1.3846079116928771,1.0,1.0,0.0,0.0,0.0
902377,0.6534475692305448,1.5030270214794277,2.5023203544020096,0.0,0.0,0.0,0.0,0.0
37980,3.788997684542292,1.191833584813345,0.8677377428455285,1.0,0.0,0.0,1.0,0.0
599675,1.522311891683812,0.3460881786058714,2.074925774398903,0.0,1.0,1.0,1.0,0.0
437028,125.87171876502366,4.763857602446264,2.4715298294429635,1.0,0.0,0.0,1.0,1.0
580134,42.31399490234956,1.5863601152241336,4.308357397087806,1.0,0.0,0.0,0.0,0.0
95164,17.018099141957833,0.2657164355643441,4.140339801038772,1.0,1.0,0.0,1.0,1.0
469070,4.498053388942209,0.7866046837150813,1.514219692578621,1.0,1.0,0.0,1.0,0.0
866314,5.102074794766597,1.063887863734098,1.4618901568659255,1.0,0.0,0.0,1.0,0.0
383956,11.044330754854744,8.153928535056016,1.4345491032912911,1.0,0.0,1.0,0.0,0.0
25104,2.6163159649551897,0.1914794141546142,1.4541640810373753,1.0,0.0,0.0,1.0,0.0
223263,20.74126674772949,0.3789503904286075,0.4254301726285584,1.0,0.0,0.0,1.0,0.0
798820,60.293676837624666,0.1919779977302469,0.2194717027299617,1.0,1.0,0.0,0.0,0.0
533091,10.74042659021481,0.3421687729151652,0.5684836171866577,1.0,0.0,0.0,1.0,0.0
500198,76.86829174538083,19.892002918929677,0.8688185993331757,1.0,0.0,0.0,1.0,0.0
872593,66.63626334126077,4.587701683228907,0.4569322180101053,1.0,0.0,0.0,1.0,0.0
3365,46.92653085801454,0.6015533734413759,0.8919838198582485,1.0,0.0,0.0,1.0,0.0
101728,5.721051791166749,0.0574401141955752,0.465757819284818,1.0,0.0,0.0,1.0,0.0
588681,3.033232665861284,7.83673703808174,4.95865985894061,1.0,1.0,0.0,1.0,1.0
627241,3.7752996211123504,0.6215212838384686,1.0249269693933871,1.0,1.0,0.0,0.0,0.0
353537,36.76299294202193,0.600841124151738,0.324519334394154,1.0,0.0,0.0,0.0,0.0
916336,7.890469069002448,0.3975487264126268,2.301058336204947,1.0,1.0,0.0,1.0,0.0
774377,1.9361877424141145,0.1619827653378881,1.2159141611870357,1.0,0.0,0.0,1.0,0.0
933978,1.1641788119740266,0.075841222247174,0.4982728296378748,0.0,0.0,1.0,1.0,0.0
690125,16.594811988627516,4.014540293191583,0.0402957662198805,1.0,0.0,0.0,1.0,0.0
447525,23.76532798117513,1.640769744897512,0.8135936169314225,1.0,1.0,1.0,0.0,0.0
874801,5.158333003597092,3.53680915012778,1.361724142456145,1.0,1.0,0.0,0.0,0.0
142181,20.49379093503141,48.0013683399688,0.8755160116432184,1.0,0.0,0.0,0.0,0.0
238664,3.730868401458762,0.8067406058926022,0.2303804898775955,1.0,0.0,0.0,1.0,0.0
511280,2.060792385516168,0.4186283135668552,0.0484086490100262,1.0,1.0,0.0,1.0,0.0
873621,6.105142713684815,6.111664736517563,0.1014012546830754,1.0,1.0,0.0,1.0,0.0
379895,17.358289244645036,2.0824460382730794,1.0086128257274558,1.0,0.0,1.0,0.0,0.0
595551,19.70544397840329,0.6023901259371748,1.9426981227782825,1.0,0.0,0.0,0.0,0.0
990178,61.18459163503526,0.4713063146238201,0.7777192701113185,1.0,1.0,0.0,1.0,0.0
531319,7.782049339308147,0.4740712802319491,3.480500559252297,1.0,0.0,0.0,1.0,0.0
551082,2.1673536774218483,7.948522040977456,4.217674603000373,1.0,0.0,0.0,1.0,1.0
365231,5.31126158912353,2.5103128466809856,0.451632783304459,1.0,0.0,1.0,0.0,0.0
493078,70.02598352658083,26.70866900193036,0.6422979485476931,1.0,0.0,0.0,1.0,0.0
391,11.080794015511003,0.2455965630076158,1.2732996181772482,1.0,0.0,0.0,1.0,0.0
423874,10.602621009566024,0.9406236563691466,0.4200109779617342,1.0,0.0,0.0,1.0,0.0
176743,7.193059811483473,0.4501158942910122,1.8527698863261488,1.0,0.0,0.0,0.0,0.0
5954,2.001153565793687,0.0186893373664704,0.2500101424440797,1.0,1.0,1.0,1.0,0.0
805359,10.054203088850825,0.5298771342034958,1.4764732526094135,1.0,0.0,0.0,0.0,0.0
17531,1.903995959260634,13.23086953210018,5.583748093902236,1.0,0.0,0.0,1.0,1.0
167490,8.970395602329587,0.5165052428515224,0.5349308595085881,1.0,1.0,0.0,1.0,0.0
891041,31.62252532770938,1.5222691286233203,2.2040854026508057,1.0,0.0,0.0,1.0,0.0
232692,16.415188826429684,0.3120628870019982,3.012971907346608,1.0,0.0,0.0,0.0,0.0
927155,2.8962577445502897,0.6034749771388168,0.1133926012439129,1.0,0.0,0.0,1.0,0.0
455234,1.6603898571927134,0.1919503853311755,0.2576140488235953,0.0,0.0,0.0,1.0,0.0
102419,9.645494113294472,3.928772519347397,0.0619922328370933,1.0,1.0,0.0,1.0,0.0
